,日期,股票代码,股票名称,区间日均总市值 [起始交易日期]截止日3月前 [单位]元,月收盘价 [复权方式]前复权,当月成交均价 [复权方式]前复权,月换手率 [单位]%,月振幅 [单位]%,融资融券差额 [单位]元
215,2023-03-31,000060.SZ,中金岭南,16961480232.33,4.92,4.764369565217,22.4389,7.957,731182270.0
216,2022-12-31,000060.SZ,中金岭南,15578816145.64,4.1,4.190363636364,13.1137,8.5511,802164470.0
217,2022-09-30,000060.SZ,中金岭南,16478030396.78,4.12,4.40249047619,24.4065,16.0998,817700992.0
218,2022-03-31,000060.SZ,中金岭南,17647608788.22,4.3429475762,4.645969294806,47.2831,27.4704,968634832.0
219,2022-06-30,000060.SZ,中金岭南,16051973570.87,4.46,4.439703682588,24.6938,10.2564,887471300.0
220,2022-03-31,000061.SZ,农产品,10294244612.31,6.1221909022,5.897669000545,23.2663,20.4392,430681824.0
221,2022-06-30,000061.SZ,农产品,10856119384.94,6.2,6.397828914188,23.8585,19.0977,445886573.0
222,2022-09-30,000061.SZ,农产品,9976606395.62,5.19,5.673795238095,7.8495,16.0596,408098552.0
223,2022-12-31,000061.SZ,农产品,9377813255.08,5.7,5.694859090909,9.0749,9.1228,374657862.0
224,2023-03-31,000061.SZ,农产品,9593599760.93,5.75,5.733691304348,9.562,6.4685,376265895.0
225,2022-12-31,000062.SZ,深圳华强,12329727761.48,12.21,11.774693241729,16.3591,13.8435,294554625.0
226,2023-03-31,000062.SZ,深圳华强,13305916576.27,13.5993828726,12.829351084758,17.1977,20.3498,291290094.0
227,2022-09-30,000062.SZ,深圳华强,13355469686.39,11.93,13.196087462358,26.6615,22.9372,303651992.0
228,2022-06-30,000062.SZ,深圳华强,12509932793.84,12.7,11.945119036149,11.9394,9.128,309403511.0
229,2022-03-31,000062.SZ,深圳华强,15607094357.44,12.2758126803,12.439438438541,11.5205,23.0511,326667173.0
230,2022-03-31,000063.SZ,中兴通讯,137737248944.1,23.590414457,25.153471459718,35.396,24.7763,4613732561.0
231,2022-06-30,000063.SZ,中兴通讯,112796005530.52,25.53,24.984747619048,21.8484,9.8233,4084845406.0
232,2022-09-30,000063.SZ,中兴通讯,114625943070.61,21.4,23.511976190476,15.6556,17.551,3620392102.0
233,2022-12-31,000063.SZ,中兴通讯,113686110489.16,25.86,25.9221,14.7772,11.0612,3139121832.0
234,2023-03-31,000063.SZ,中兴通讯,141838804611.38,32.56,33.413369565217,69.785,19.9442,2861545771.0
235,2023-03-31,000065.SZ,北方国际,11112532684.48,15.25,13.836843478261,181.9069,90.101,374624264.0
236,2022-12-31,000065.SZ,北方国际,8745731046.11,8.25,8.815468181818,37.8847,20.7709,205317623.0
237,2022-09-30,000065.SZ,北方国际,9094101474.65,8.81,10.059314285714,79.0162,26.4996,0.0
238,2022-06-30,000065.SZ,北方国际,7836443562.08,8.3883211685,8.280717136514,49.183,15.2096,0.0
239,2022-03-31,000065.SZ,北方国际,6952367811.38,8.711566648,8.728657586844,161.4769,35.2298,0.0
240,2022-03-31,000066.SZ,中国长城,41767707196.58,11.4521026282,12.126008665153,18.8178,17.997,2033987286.0
241,2022-06-30,000066.SZ,中国长城,33089823978.83,10.7655734524,10.574387632511,29.2175,14.8622,1615494434.0
