,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
2763,退市罗顿,600209.SH,工业,资本品,建筑与工程,建筑装修,价值型
2764,紫江企业,600210.SH,原材料,原材料,容器与包装,金属与玻璃容器,成长型
2765,西藏药业,600211.SH,医药卫生,医药生物,制药,中药,成长型
2766,绿能慧充,600212.SH,公用事业,公用事业,电力,火电,混合型
2767,亚星客车,600213.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2768,派斯林,600215.SH,工业,资本品,机械制造,其他机械设备,混合型
2769,浙江医药,600216.SH,医药卫生,医药生物,制药,化学药,价值型
2770,中再资环,600217.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
2771,全柴动力,600218.SH,工业,资本品,机械制造,通用机械,成长型
2772,南山铝业,600219.SH,原材料,原材料,有色金属,铝,混合型
2773,江苏阳光,600220.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,价值型
2774,海航控股,600221.SH,工业,交通运输,航空公司,航空公司,价值型
2775,太龙药业,600222.SH,医药卫生,医药生物,制药,中药,混合型
2776,鲁商发展,600223.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2777,卓朗科技,600225.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2778,ST瀚叶,600226.SH,信息技术,计算机运用,互联网服务,移动互联网信息服务,混合型
2779,圣济堂,600227.SH,医药卫生,医药生物,制药,化学药,混合型
2780,返利科技,600228.SH,信息技术,计算机运用,互联网服务,互联网信息服务,价值型
2781,城市传媒,600229.SH,可选消费,传媒,传媒,出版,价值型
2782,沧州大化,600230.SH,原材料,原材料,化学原料,化学原料,价值型
2783,凌钢股份,600231.SH,原材料,原材料,钢铁,钢铁,价值型
2784,金鹰股份,600232.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
2785,圆通速递,600233.SH,工业,交通运输,航空货运与物流,物流,成长型
2786,科新发展,600234.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,成长型
2787,民丰特纸,600235.SH,原材料,原材料,纸类与林业产品,纸制品,混合型
2788,桂冠电力,600236.SH,公用事业,公用事业,电力,水电,价值型
2789,铜峰电子,600237.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2790,海南椰岛,600238.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
2791,ST云城,600239.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2792,ST时万,600241.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,价值型
2793,*ST中昌,600242.SH,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
2794,青海华鼎,600243.SH,工业,资本品,机械制造,通用机械,价值型
2795,万通发展,600246.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2796,陕西建工,600248.SH,工业,资本品,建筑与工程,土木工程,价值型
2797,两面针,600249.SH,主要消费,家庭与个人用品,家常用品,家常用品,混合型
2798,南纺股份,600250.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2799,冠农股份,600251.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2800,中恒集团,600252.SH,医药卫生,医药生物,制药,中药,成长型
2801,鑫科材料,600255.SH,原材料,原材料,有色金属,铜,价值型
2802,广汇能源,600256.SH,能源,能源,石油与天然气,石油与天然气的勘探与生产,成长型
2803,大湖股份,600257.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,价值型
2804,首旅酒店,600258.SH,可选消费,消费者服务,酒店、餐馆与休闲,酒店,价值型
2805,广晟有色,600259.SH,原材料,原材料,有色金属,稀有金属,成长型
2806,*ST凯乐,600260.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2807,阳光照明,600261.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
2808,北方股份,600262.SH,工业,资本品,机械制造,工程机械,成长型
2809,ST景谷,600265.SH,原材料,原材料,纸类与林业产品,林业产品,混合型
2810,城建发展,600266.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2811,海正药业,600267.SH,医药卫生,医药生物,制药,化学药,混合型
2812,国电南自,600268.SH,工业,资本品,电气设备,电气部件与设备,成长型
2813,赣粤高速,600269.SH,工业,交通运输,交通基本设施,高速公路,价值型
2814,航天信息,600271.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2815,开开实业,600272.SH,医药卫生,医药生物,制药,药品经销商,混合型
2816,嘉化能源,600273.SH,原材料,原材料,化学原料,化学原料,价值型
2817,退市昌鱼,600275.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2818,恒瑞医药,600276.SH,医药卫生,医药生物,制药,化学药,成长型
2819,亿利洁能,600277.SH,原材料,原材料,化学原料,化学原料,价值型
2820,东方创业,600278.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2821,重庆港,600279.SH,工业,交通运输,交通基本设施,港口,价值型
2822,中央商场,600280.SH,可选消费,零售业,多元化零售,百货商店,价值型
2823,华阳新材,600281.SH,原材料,原材料,有色金属,黄金及其它贵金属,价值型
2824,南钢股份,600282.SH,原材料,原材料,钢铁,钢铁,价值型
2825,钱江水利,600283.SH,公用事业,公用事业,水务,水务,混合型
2826,浦东建设,600284.SH,工业,资本品,建筑与工程,土木工程,混合型
2827,羚锐制药,600285.SH,医药卫生,医药生物,制药,中药,价值型
2828,江苏舜天,600287.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2829,大恒科技,600288.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2830,ST信通,600289.SH,信息技术,计算机运用,软件开发,软件开发,混合型
2831,ST华仪,600290.SH,工业,资本品,电气设备,新能源设备,混合型
2832,退市西水,600291.SH,金融地产,保险,保险,财产与意外伤害保险,成长型
2833,远达环保,600292.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
2834,三峡新材,600293.SH,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,混合型
2835,鄂尔多斯,600295.SH,原材料,原材料,钢铁,钢铁,成长型
2836,广汇汽车,600297.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2837,安琪酵母,600298.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
2838,安迪苏,600299.SH,医药卫生,医药生物,制药,化学药,价值型
2839,维维股份,600300.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
2840,南化股份,600301.SH,原材料,原材料,化学原料,化学原料,成长型
2841,标准股份,600302.SH,工业,资本品,机械制造,其他机械设备,混合型
2842,ST曙光,600303.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2843,恒顺醋业,600305.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
2844,ST商城,600306.SH,可选消费,零售业,多元化零售,百货商店,价值型
2845,酒钢宏兴,600307.SH,原材料,原材料,钢铁,钢铁,价值型
2846,华泰股份,600308.SH,原材料,原材料,纸类与林业产品,纸制品,价值型
2847,万华化学,600309.SH,原材料,原材料,化学原料,化学原料,价值型
2848,桂东电力,600310.SH,公用事业,公用事业,电力,水电,成长型
2849,*ST荣华,600311.SH,原材料,原材料,有色金属,黄金及其它贵金属,价值型
2850,平高电气,600312.SH,工业,资本品,电气设备,电气部件与设备,价值型
2851,农发种业,600313.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2852,上海家化,600315.SH,主要消费,家庭与个人用品,个人用品,个人用品,成长型
2853,洪都航空,600316.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2854,新力金融,600318.SH,金融地产,其他金融,消费信贷,消费信贷,价值型
2855,亚星化学,600319.SH,原材料,原材料,化学原料,化学原料,混合型
2856,振华重工,600320.SH,工业,资本品,机械制造,工程机械,混合型
2857,正源股份,600321.SH,工业,资本品,建筑产品,建筑产品,价值型
2858,天房发展,600322.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2859,瀚蓝环境,600323.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
2860,华发股份,600325.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2861,西藏天路,600326.SH,原材料,原材料,建筑材料,水泥,混合型
2862,大东方,600327.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2863,中盐化工,600328.SH,原材料,原材料,化学原料,化学原料,价值型
2864,达仁堂,600329.SH,医药卫生,医药生物,制药,中药,混合型
2865,天通股份,600330.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2866,宏达股份,600331.SH,原材料,原材料,有色金属,其它有色金属及合金,混合型
2867,白云山,600332.SH,医药卫生,医药生物,制药,中药,成长型
2868,长春燃气,600333.SH,公用事业,公用事业,燃气,燃气,混合型
2869,国机汽车,600335.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2870,澳柯玛,600336.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
2871,美克家居,600337.SH,可选消费,零售业,其他零售,其他零售,价值型
2872,西藏珠峰,600338.SH,原材料,原材料,有色金属,其它有色金属及合金,价值型
2873,中油工程,600339.SH,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,成长型
2874,华夏幸福,600340.SH,金融地产,房地产,房地产开发与园区,园区,价值型
2875,航天动力,600343.SH,工业,资本品,机械制造,其他机械设备,混合型
2876,长江通信,600345.SH,电信业务,通信设备,通信设备,通信传输设备,价值型
2877,恒力石化,600346.SH,能源,能源,石油与天然气,综合性石油与天然气企业,成长型
2878,华阳股份,600348.SH,能源,能源,煤炭,煤炭,价值型
2879,山东高速,600350.SH,工业,交通运输,交通基本设施,高速公路,价值型
2880,亚宝药业,600351.SH,医药卫生,医药生物,制药,中药,混合型
2881,浙江龙盛,600352.SH,原材料,原材料,化学制品,印染化学品,混合型
2882,旭光电子,600353.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
2883,敦煌种业,600354.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2884,精伦电子,600355.SH,电信业务,通信设备,通信设备,通信终端设备,价值型
2885,恒丰纸业,600356.SH,原材料,原材料,纸类与林业产品,纸制品,混合型
2886,国旅联合,600358.SH,可选消费,传媒,传媒,营销与广告,价值型
2887,新农开发,600359.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2888,华微电子,600360.SH,信息技术,半导体,半导体,半导体,成长型
2889,华联综超,600361.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,价值型
2890,江西铜业,600362.SH,原材料,原材料,有色金属,铜,混合型
2891,联创光电,600363.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2892,ST通葡,600365.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
2893,宁波韵升,600366.SH,原材料,原材料,有色金属,稀有金属,混合型
2894,红星发展,600367.SH,原材料,原材料,化学原料,化学原料,混合型
2895,五洲交通,600368.SH,工业,交通运输,交通基本设施,高速公路,混合型
2896,西南证券,600369.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2897,三房巷,600370.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
2898,万向德农,600371.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,价值型
2899,中航电子,600372.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2900,中文传媒,600373.SH,可选消费,传媒,传媒,出版,价值型
2901,汉马科技,600375.SH,工业,资本品,机械制造,工程机械,价值型
2902,首开股份,600376.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2903,宁沪高速,600377.SH,工业,交通运输,交通基本设施,高速公路,价值型
2904,昊华科技,600378.SH,原材料,原材料,化学制品,其他化学制品,成长型
2905,宝光股份,600379.SH,工业,资本品,电气设备,电气部件与设备,混合型
2906,健康元,600380.SH,医药卫生,医药生物,制药,化学药,成长型
2907,青海春天,600381.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2908,ST广珠,600382.SH,原材料,原材料,钢铁,钢铁,成长型
2909,金地集团,600383.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2910,退市金泰,600385.SH,医药卫生,医药生物,制药,化学药,混合型
2911,北巴传媒,600386.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2912,ST海越,600387.SH,能源,能源,石油与天然气,石油与天然气的炼制和营销,价值型
2913,ST龙净,600388.SH,工业,资本品,环保设备、工程与服务,环保设备,混合型
