,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
2434,致远新能,300985.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
2435,志特新材,300986.SZ,原材料,原材料,有色金属,铝,成长型
2436,川网传媒,300987.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
2437,津荣天宇,300988.SZ,原材料,原材料,有色金属,其它有色金属及合金,成长型
2438,蕾奥规划,300989.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2439,同飞股份,300990.SZ,工业,资本品,机械制造,通用机械,成长型
2440,创益通,300991.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2441,泰福泵业,300992.SZ,工业,资本品,机械制造,其他机械设备,成长型
2442,玉马遮阳,300993.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
2443,久祺股份,300994.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
2444,奇德新材,300995.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2445,普联软件,300996.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
2446,欢乐家,300997.SZ,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
2447,宁波方正,300998.SZ,工业,资本品,机械制造,其他机械设备,成长型
2448,金龙鱼,300999.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
2449,肇民科技,301000.SZ,原材料,原材料,化学制品,塑料制品,成长型
2450,凯淳股份,301001.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
2451,崧盛股份,301002.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2452,江苏博云,301003.SZ,原材料,原材料,化学制品,塑料制品,成长型
2453,嘉益股份,301004.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
2454,超捷股份,301005.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
2455,迈拓股份,301006.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2456,德迈仕,301007.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2457,宏昌科技,301008.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2458,可靠股份,301009.SZ,原材料,原材料,纸类与林业产品,纸制品,成长型
2459,晶雪节能,301010.SZ,原材料,原材料,建筑材料,其他建材,成长型
2460,华立科技,301011.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
2461,扬电科技,301012.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2462,利和兴,301013.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2463,百洋医药,301015.SZ,医药卫生,医药生物,制药,药品经销商,成长型
2464,雷尔伟,301016.SZ,工业,资本品,机械制造,铁路设备,成长型
2465,漱玉平民,301017.SZ,医药卫生,医药生物,制药,药品经销商,成长型
2466,申菱环境,301018.SZ,工业,资本品,环保设备、工程与服务,环保设备,混合型
2467,宁波色母,301019.SZ,原材料,原材料,化学制品,塑料制品,成长型
2468,密封科技,301020.SZ,工业,资本品,机械制造,通用机械,成长型
2469,英诺激光,301021.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2470,海泰科,301022.SZ,工业,资本品,机械制造,其他机械设备,成长型
2471,江南奕帆,301023.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2472,霍普股份,301024.SZ,工业,资本品,建筑与工程,建筑装修,成长型
2473,读客文化,301025.SZ,可选消费,传媒,传媒,出版,混合型
2474,浩通科技,301026.SZ,原材料,原材料,有色金属,黄金及其它贵金属,成长型
2475,华蓝集团,301027.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2476,东亚机械,301028.SZ,工业,资本品,机械制造,其他机械设备,成长型
2477,怡合达,301029.SZ,工业,资本品,机械制造,其他机械设备,成长型
2478,仕净科技,301030.SZ,工业,资本品,环保设备、工程与服务,环保设备,成长型
2479,中熔电气,301031.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2480,新柴股份,301032.SZ,工业,资本品,机械制造,通用机械,成长型
2481,迈普医学,301033.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2482,润丰股份,301035.SZ,原材料,原材料,化学制品,化肥与农药,混合型
2483,双乐股份,301036.SZ,原材料,原材料,化学制品,印染化学品,成长型
2484,保立佳,301037.SZ,原材料,原材料,化学制品,涂料涂漆,成长型
2485,深水规院,301038.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2486,中集车辆,301039.SZ,工业,资本品,机械制造,商用货车,价值型
2487,中环海陆,301040.SZ,工业,资本品,机械制造,通用机械,成长型
2488,金百泽,301041.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2489,安联锐视,301042.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2490,绿岛风,301043.SZ,工业,资本品,机械制造,其他机械设备,成长型
2491,天禄科技,301045.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2492,能辉科技,301046.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2493,义翘神州,301047.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
2494,金鹰重工,301048.SZ,工业,交通运输,道路运输,铁路运输,成长型
2495,超越科技,301049.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
2496,雷电微力,301050.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2497,信濠光电,301051.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2498,果麦文化,301052.SZ,可选消费,传媒,传媒,出版,成长型
2499,远信工业,301053.SZ,工业,资本品,机械制造,其他机械设备,成长型
2500,张小泉,301055.SZ,原材料,原材料,有色金属,其它有色金属及合金,成长型
2501,森赫股份,301056.SZ,工业,资本品,机械制造,其他机械设备,成长型
2502,汇隆新材,301057.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
2503,中粮科工,301058.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2504,金三江,301059.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2505,兰卫医学,301060.SZ,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健服务,成长型
2506,匠心家居,301061.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
2507,上海艾录,301062.SZ,原材料,原材料,容器与包装,纸材料包装,成长型
2508,海锅股份,301063.SZ,工业,资本品,机械制造,工程机械,成长型
2509,本立科技,301065.SZ,医药卫生,医药生物,制药,化学药,成长型
2510,万事利,301066.SZ,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
2511,显盈科技,301067.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2512,大地海洋,301068.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
2513,凯盛新材,301069.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2514,开勒股份,301070.SZ,工业,资本品,机械制造,通用机械,成长型
2515,力量钻石,301071.SZ,原材料,原材料,非金属采矿及制品,非金属采矿及制品,成长型
2516,中捷精工,301072.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2517,君亭酒店,301073.SZ,可选消费,消费者服务,酒店、餐馆与休闲,酒店,混合型
2518,多瑞医药,301075.SZ,医药卫生,医药生物,制药,化学药,成长型
2519,新瀚新材,301076.SZ,原材料,原材料,化学原料,化学原料,成长型
2520,星华新材,301077.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2521,孩子王,301078.SZ,可选消费,零售业,其他零售,其他零售,混合型
2522,邵阳液压,301079.SZ,工业,资本品,机械制造,通用机械,成长型
2523,百普赛斯,301080.SZ,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
2524,严牌股份,301081.SZ,工业,资本品,机械制造,其他机械设备,成长型
2525,久盛电气,301082.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2526,百胜智能,301083.SZ,工业,资本品,机械制造,其他机械设备,成长型
2527,亚康股份,301085.SZ,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,成长型
2528,鸿富瀚,301086.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2529,可孚医疗,301087.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2530,戎美股份,301088.SZ,可选消费,零售业,其他零售,其他零售,成长型
2531,拓新药业,301089.SZ,医药卫生,医药生物,制药,化学药,成长型
2532,华润材料,301090.SZ,原材料,原材料,容器与包装,金属与玻璃容器,混合型
2533,深城交,301091.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2534,争光股份,301092.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
2535,华兰股份,301093.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2536,百诚医药,301096.SZ,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
2537,金埔园林,301098.SZ,工业,资本品,建筑与工程,土木工程,成长型
2538,雅创电子,301099.SZ,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,成长型
2539,风光股份,301100.SZ,原材料,原材料,化学原料,化学原料,成长型
2540,明月镜片,301101.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
2541,骏成科技,301106.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2542,洁雅股份,301108.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2543,粤万年青,301111.SZ,医药卫生,医药生物,制药,中药,成长型
2544,雅艺科技,301113.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
2545,益客食品,301116.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
2546,佳缘科技,301117.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
2547,恒光股份,301118.SZ,原材料,原材料,化学原料,化学原料,成长型
2548,正强股份,301119.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2549,采纳股份,301122.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2550,奕东电子,301123.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2551,达嘉维康,301126.SZ,医药卫生,医药生物,制药,药品经销商,成长型
2552,天源环保,301127.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
2553,强瑞技术,301128.SZ,工业,资本品,机械制造,其他机械设备,成长型
2554,瑞纳智能,301129.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2555,金钟股份,301133.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2556,招标股份,301136.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,混合型
2557,华研精机,301138.SZ,工业,资本品,机械制造,其他机械设备,成长型
2558,隆华新材,301149.SZ,原材料,原材料,化学制品,其他化学制品,成长型
2559,海力风电,301155.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2560,德石股份,301158.SZ,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,混合型
2561,三维天地,301159.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2562,优宁维,301166.SZ,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
2563,建研设计,301167.SZ,工业,资本品,建筑与工程,建筑装修,成长型
2564,通灵股份,301168.SZ,工业,资本品,电气设备,电气部件与设备,成长型
2565,零点有数,301169.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,混合型
2566,迪阿股份,301177.SZ,可选消费,耐用消费品与服装,珠宝与奢侈品,珠宝与奢侈品,成长型
2567,天亿马,301178.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
2568,泽宇智能,301179.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2569,万祥科技,301180.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2570,凯旺科技,301182.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2571,鸥玛软件,301185.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2572,超达装备,301186.SZ,工业,资本品,机械制造,其他机械设备,混合型
2573,力诺特玻,301188.SZ,原材料,原材料,建筑材料,玻璃,成长型
2574,奥尼电子,301189.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2575,善水科技,301190.SZ,原材料,原材料,化学制品,印染化学品,成长型
2576,家联科技,301193.SZ,原材料,原材料,化学制品,塑料制品,成长型
2577,唯科科技,301196.SZ,工业,资本品,机械制造,其他机械设备,成长型
2578,喜悦智行,301198.SZ,原材料,原材料,化学制品,塑料制品,成长型
2579,迈赫股份,301199.SZ,工业,资本品,机械制造,其他机械设备,成长型
2580,诚达药业,301201.SZ,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
2581,亨迪药业,301211.SZ,医药卫生,医药生物,制药,化学药,成长型
2582,观想科技,301213.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2583,铜冠铜箔,301217.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2584,光庭信息,301221.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2585,实朴检测,301228.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
2586,华康医疗,301235.SZ,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗用品经销商,成长型
2587,诺思兰德,430047.BJ,医药卫生,医药生物,制药,化学药,成长型
2588,同辉信息,430090.BJ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
2589,微创光电,430198.BJ,电信业务,通信设备,通信设备,通信终端设备,成长型
2590,苏轴股份,430418.BJ,工业,资本品,机械制造,通用机械,成长型
2591,佳先股份,430489.BJ,原材料,原材料,化学原料,化学原料,成长型
2592,丰光精密,430510.BJ,工业,资本品,机械制造,通用机械,成长型
2593,浦发银行,600000.SH,金融地产,银行,商业银行,综合性银行,价值型
2594,白云机场,600004.SH,工业,交通运输,交通基本设施,机场,价值型
2595,东风汽车,600006.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2596,中国国贸,600007.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,价值型
2597,首创环保,600008.SH,公用事业,公用事业,水务,水务,成长型
2598,上海机场,600009.SH,工业,交通运输,交通基本设施,机场,价值型
2599,包钢股份,600010.SH,原材料,原材料,钢铁,钢铁,混合型
2600,华能国际,600011.SH,公用事业,公用事业,电力,火电,混合型
2601,皖通高速,600012.SH,工业,交通运输,交通基本设施,高速公路,混合型
2602,华夏银行,600015.SH,金融地产,银行,商业银行,综合性银行,混合型
2603,民生银行,600016.SH,金融地产,银行,商业银行,综合性银行,价值型
2604,日照港,600017.SH,工业,交通运输,交通基本设施,港口,混合型
2605,上港集团,600018.SH,工业,交通运输,交通基本设施,港口,混合型
2606,宝钢股份,600019.SH,原材料,原材料,钢铁,钢铁,价值型
2607,中原高速,600020.SH,工业,交通运输,交通基本设施,高速公路,混合型
2608,上海电力,600021.SH,公用事业,公用事业,电力,火电,混合型
2609,山东钢铁,600022.SH,原材料,原材料,钢铁,钢铁,价值型
2610,浙能电力,600023.SH,公用事业,公用事业,电力,火电,价值型
2611,华能水电,600025.SH,公用事业,公用事业,电力,水电,成长型
2612,中远海能,600026.SH,工业,交通运输,航运,航运,混合型
2613,华电国际,600027.SH,公用事业,公用事业,电力,火电,混合型
2614,中国石化,600028.SH,能源,能源,石油与天然气,综合性石油与天然气企业,价值型
2615,南方航空,600029.SH,工业,交通运输,航空公司,航空公司,价值型
2616,中信证券,600030.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2617,三一重工,600031.SH,工业,资本品,机械制造,工程机械,成长型
2618,浙江新能,600032.SH,公用事业,公用事业,电力,水电,成长型
2619,福建高速,600033.SH,工业,交通运输,交通基本设施,高速公路,价值型
2620,楚天高速,600035.SH,工业,交通运输,交通基本设施,高速公路,价值型
2621,招商银行,600036.SH,金融地产,银行,商业银行,综合性银行,混合型
2622,歌华有线,600037.SH,可选消费,传媒,传媒,广播与有线电视,价值型
2623,中直股份,600038.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2624,四川路桥,600039.SH,工业,资本品,建筑与工程,土木工程,混合型
2625,保利发展,600048.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2626,中国联通,600050.SH,电信业务,电信服务,电信运营服务,电信运营服务,混合型
2627,宁波联合,600051.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
2628,东望时代,600052.SH,可选消费,传媒,传媒,电影与娱乐,成长型
2629,九鼎投资,600053.SH,金融地产,资本市场,资本市场,资产管理与托管银行,成长型
2630,黄山旅游,600054.SH,可选消费,消费者服务,酒店、餐馆与休闲,景点,价值型
2631,万东医疗,600055.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2632,中国医药,600056.SH,医药卫生,医药生物,制药,药品经销商,价值型
2633,厦门象屿,600057.SH,工业,交通运输,航空货运与物流,物流,混合型
2634,五矿发展,600058.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
2635,古越龙山,600059.SH,主要消费,食品、饮料与烟草,饮料,黄酒,价值型
2636,海信视像,600060.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
2637,国投资本,600061.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2638,华润双鹤,600062.SH,医药卫生,医药生物,制药,化学药,混合型
2639,皖维高新,600063.SH,原材料,原材料,化学制品,纤维及树脂,成长型
2640,南京高科,600064.SH,金融地产,房地产,房地产开发与园区,园区,价值型
2641,宇通客车,600066.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2642,冠城大通,600067.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2643,浙江富润,600070.SH,可选消费,传媒,传媒,营销与广告,混合型
2644,凤凰光学,600071.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
2645,中船科技,600072.SH,工业,资本品,建筑与工程,土木工程,混合型
2646,上海梅林,600073.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2647,新疆天业,600075.SH,原材料,原材料,化学原料,化学原料,价值型
2648,康欣新材,600076.SH,原材料,原材料,纸类与林业产品,林业产品,价值型
2649,宋都股份,600077.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2650,ST澄星,600078.SH,原材料,原材料,化学原料,化学原料,价值型
2651,人福医药,600079.SH,医药卫生,医药生物,制药,化学药,混合型
2652,金花股份,600080.SH,医药卫生,医药生物,制药,化学药,混合型
2653,东风科技,600081.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
2654,海泰发展,600082.SH,金融地产,房地产,房地产开发与园区,园区,成长型
2655,博信股份,600083.SH,可选消费,零售业,其他零售,其他零售,成长型
2656,中葡股份,600084.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,混合型
2657,同仁堂,600085.SH,医药卫生,医药生物,制药,中药,混合型
2658,中视传媒,600088.SH,可选消费,传媒,传媒,电影与娱乐,价值型
2659,特变电工,600089.SH,工业,资本品,电气设备,电气部件与设备,价值型
2660,退市济堂,600090.SH,医药卫生,医药生物,制药,药品经销商,价值型
2661,退市明科,600091.SH,原材料,原材料,化学原料,化学原料,价值型
2662,退市易见,600093.SH,工业,交通运输,航空货运与物流,物流,价值型
2663,大名城,600094.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2664,湘财股份,600095.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,混合型
2665,云天化,600096.SH,原材料,原材料,化学制品,化肥与农药,混合型
2666,开创国际,600097.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,混合型
2667,广州发展,600098.SH,公用事业,公用事业,电力,火电,成长型
2668,林海股份,600099.SH,可选消费,汽车与汽车零部件,汽车与摩托车,摩托车,混合型
2669,同方股份,600100.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
2670,明星电力,600101.SH,公用事业,公用事业,电力,水电,混合型
2671,青山纸业,600103.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
2672,上汽集团,600104.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2673,永鼎股份,600105.SH,电信业务,通信设备,通信设备,通信传输设备,价值型
2674,重庆路桥,600106.SH,工业,交通运输,交通基本设施,高速公路,混合型
2675,美尔雅,600107.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
2676,亚盛集团,600108.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2677,国金证券,600109.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,混合型
2678,诺德股份,600110.SH,工业,资本品,电气设备,新能源设备,价值型
2679,北方稀土,600111.SH,原材料,原材料,有色金属,稀有金属,成长型
2680,ST天成,600112.SH,工业,资本品,电气设备,电气部件与设备,价值型
2681,浙江东日,600113.SH,工业,商业服务与用品,商业服务与用品,市场服务,成长型
2682,东睦股份,600114.SH,工业,资本品,机械制造,其他机械设备,价值型
2683,中国东航,600115.SH,工业,交通运输,航空公司,航空公司,价值型
2684,三峡水利,600116.SH,公用事业,公用事业,电力,水电,成长型
2685,西宁特钢,600117.SH,原材料,原材料,钢铁,钢铁,混合型
2686,中国卫星,600118.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2687,长江投资,600119.SH,工业,交通运输,航空货运与物流,物流,价值型
2688,浙江东方,600120.SH,金融地产,其他金融,其他金融服务,其它综合性金融服务,成长型
2689,郑州煤电,600121.SH,能源,能源,煤炭,煤炭,价值型
2690,ST宏图,600122.SH,可选消费,零售业,其他零售,其他零售,价值型
2691,兰花科创,600123.SH,能源,能源,煤炭,煤炭,价值型
2692,铁龙物流,600125.SH,工业,交通运输,道路运输,铁路运输,混合型
2693,杭钢股份,600126.SH,原材料,原材料,钢铁,钢铁,成长型
2694,金健米业,600127.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2695,弘业股份,600128.SH,可选消费,零售业,日用品经销商,日用品经销商,混合型
2696,太极集团,600129.SH,医药卫生,医药生物,制药,中药,成长型
2697,波导股份,600130.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2698,国网信通,600131.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
2699,重庆啤酒,600132.SH,主要消费,食品、饮料与烟草,饮料,啤酒,混合型
2700,东湖高新,600133.SH,工业,资本品,建筑与工程,土木工程,成长型
2701,乐凯胶片,600135.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,混合型
2702,ST明诚,600136.SH,可选消费,传媒,传媒,电影与娱乐,混合型
2703,浪莎股份,600137.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
2704,中青旅,600138.SH,可选消费,消费者服务,酒店、餐馆与休闲,旅行社,价值型
2705,*ST西源,600139.SH,金融地产,其他金融,消费信贷,消费信贷,价值型
2706,兴发集团,600141.SH,原材料,原材料,化学原料,化学原料,混合型
2707,金发科技,600143.SH,原材料,原材料,化学制品,塑料制品,成长型
2708,退市新亿,600145.SH,原材料,原材料,建筑材料,其他建材,价值型
2709,退市环球,600146.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
2710,长春一东,600148.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
2711,廊坊发展,600149.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
2712,中国船舶,600150.SH,工业,资本品,机械制造,船舶制造,成长型
2713,航天机电,600151.SH,工业,资本品,电气设备,新能源设备,混合型
2714,维科技术,600152.SH,工业,资本品,电气设备,新能源设备,混合型
2715,建发股份,600153.SH,工业,交通运输,航空货运与物流,物流,混合型
2716,华创阳安,600155.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2717,华升股份,600156.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
2718,永泰能源,600157.SH,能源,能源,煤炭,煤炭,成长型
2719,中体产业,600158.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2720,大龙地产,600159.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2721,巨化股份,600160.SH,原材料,原材料,化学原料,化学原料,价值型
2722,天坛生物,600161.SH,医药卫生,医药生物,生物科技,生物科技,成长型
2723,香江控股,600162.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2724,中闽能源,600163.SH,公用事业,公用事业,电力,新能源发电,成长型
2725,新日恒力,600165.SH,原材料,原材料,化学原料,化学原料,混合型
2726,福田汽车,600166.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,混合型
2727,联美控股,600167.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
2728,武汉控股,600168.SH,公用事业,公用事业,水务,水务,价值型
2729,太原重工,600169.SH,工业,资本品,机械制造,工程机械,混合型
2730,上海建工,600170.SH,工业,资本品,建筑与工程,土木工程,价值型
2731,上海贝岭,600171.SH,信息技术,半导体,半导体,半导体,成长型
2732,黄河旋风,600172.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,价值型
2733,卧龙地产,600173.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2734,中国巨石,600176.SH,原材料,原材料,化学制品,其他化学制品,混合型
2735,雅戈尔,600177.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
2736,东安动力,600178.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
2737,安通控股,600179.SH,工业,交通运输,航运,航运,价值型
2738,瑞茂通,600180.SH,工业,交通运输,航空货运与物流,物流,价值型
2739,S*ST佳通,600182.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,轮胎,成长型
2740,生益科技,600183.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2741,光电股份,600184.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2742,格力地产,600185.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2743,莲花健康,600186.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2744,国中水务,600187.SH,公用事业,公用事业,水务,水务,成长型
2745,兖矿能源,600188.SH,能源,能源,煤炭,煤炭,价值型
2746,泉阳泉,600189.SH,主要消费,食品、饮料与烟草,饮料,软饮料,价值型
2747,锦州港,600190.SH,工业,交通运输,交通基本设施,港口,成长型
2748,华资实业,600191.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,价值型
2749,长城电工,600192.SH,工业,资本品,电气设备,电气部件与设备,价值型
2750,创兴资源,600193.SH,工业,资本品,建筑与工程,建筑装修,成长型
2751,中牧股份,600195.SH,医药卫生,医药生物,制药,化学药,混合型
2752,复星医药,600196.SH,医药卫生,医药生物,制药,化学药,成长型
2753,伊力特,600197.SH,主要消费,食品、饮料与烟草,饮料,白酒,价值型
2754,大唐电信,600198.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
2755,金种子酒,600199.SH,主要消费,食品、饮料与烟草,饮料,白酒,成长型
2756,江苏吴中,600200.SH,工业,资本品,工业集团企业,工业集团企业,混合型
2757,生物股份,600201.SH,医药卫生,医药生物,制药,化学药,混合型
2758,哈空调,600202.SH,工业,资本品,机械制造,其他机械设备,成长型
2759,福日电子,600203.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2760,有研新材,600206.SH,信息技术,半导体,半导体,半导体,成长型
2761,安彩高科,600207.SH,能源,能源,石油与天然气,石油与天然气的储存和运输,混合型
2762,新湖中宝,600208.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
