,日期,股票代码,股票名称,基金持股比例 [单位]% [比例类型]占流通股比例,基金持股数量 [单位]股,持股基金家数 [股本类型]流通股本
3682,2019-06-30,002649.SZ,博彦科技,4.71913294,24759535.0,20.0
3683,2019-09-30,002649.SZ,博彦科技,3.29182807,17271795.0,3.0
3684,2019-12-31,002649.SZ,博彦科技,3.56319031,18713866.0,45.0
3685,2019-06-30,002650.SZ,加加食品,0.0932849,1074642.0,10.0
3686,2019-12-31,002650.SZ,加加食品,0.04331094,498942.0,5.0
3687,2019-06-30,002651.SZ,利君股份,0.13482802,1351651.0,16.0
3688,2019-12-31,002651.SZ,利君股份,0.0470699,474700.0,9.0
3689,2020-03-31,002651.SZ,利君股份,0.00226078,22800.0,1.0
3690,2019-06-30,002652.SZ,扬子新材,0.04528731,231900.0,4.0
3691,2019-12-31,002652.SZ,扬子新材,0.03950678,202300.0,4.0
3692,2019-03-31,002653.SZ,海思科,0.27761152,2998954.0,6.0
3693,2019-06-30,002653.SZ,海思科,1.8348439,19821268.0,48.0
3694,2019-09-30,002653.SZ,海思科,0.69343748,7490997.0,4.0
3695,2019-12-31,002653.SZ,海思科,1.34748295,14556454.0,83.0
3696,2020-03-31,002653.SZ,海思科,0.14001877,1497657.0,1.0
3697,2019-06-30,002654.SZ,万润科技,0.18346861,1419400.0,14.0
3698,2019-12-31,002654.SZ,万润科技,0.03723021,294000.0,4.0
3699,2019-03-31,002655.SZ,共达电声,5.07802584,18280893.0,3.0
3700,2019-06-30,002655.SZ,共达电声,5.61160806,20201789.0,13.0
3701,2019-09-30,002655.SZ,共达电声,10.50892639,37832135.0,9.0
3702,2019-12-31,002655.SZ,共达电声,4.10938696,14793793.0,21.0
3703,2020-03-31,002655.SZ,共达电声,0.97212889,3499664.0,4.0
3704,2019-06-30,002656.SZ,ST摩登,0.01270967,70584.0,6.0
3705,2019-12-31,002656.SZ,ST摩登,0.01108152,62684.0,5.0
3706,2019-06-30,002657.SZ,中科金财,0.24541772,828473.0,24.0
3707,2019-12-31,002657.SZ,中科金财,0.20941285,706929.0,21.0
3708,2019-06-30,002658.SZ,雪迪龙,0.18300131,1106965.0,16.0
3709,2019-12-31,002658.SZ,雪迪龙,0.0030187,18260.0,4.0
3710,2019-03-31,002659.SZ,凯文教育,5.16447622,16061521.0,4.0
3711,2019-06-30,002659.SZ,凯文教育,8.13767909,25308182.0,18.0
3712,2019-09-30,002659.SZ,凯文教育,3.62661818,18081121.0,5.0
